,LLC-load-misses,ref-cycles,bytes,LLC-store-misses,blocks,LLC-loads,instructions,cycles,LLC-stores,pkg_pwr,ram_pwr,power
31,14162,594361779,139264,138,272,5008368,370637447,539796598,322846,27.12,5.22,102.4
32,152281,905539807,0,14448,0,7150075,829391284,861107426,508371,29.84,5.82,102.3
33,590409,1651581095,28672,30975,56,16111363,1664875987,1607052801,1013243,40.18,6.8,102.8
34,496102,2174359520,0,31449,0,20793820,2546398190,2125854827,1212018,40.42,6.89,103.2
35,194458,796060577,24588288,9562,48024,9172156,755854496,780656017,449406,34.02,6.08,109.8
36,183709,699335814,425984,11117,832,4618083,508847965,685382241,333863,28.46,5.66,104.4
37,14656,560259393,2150400,428,4200,4471264,359760749,518708977,274305,26.11,5.52,104.2
38,28489,617105468,86016,3287,168,4367295,408724238,594174887,289780,24.31,5.32,103.9
39,18112,570211644,0,1968,0,4822299,370795108,542797830,328050,29.45,5.31,121.1
40,13677,579677011,57344,901,112,4640879,368762925,537107786,305301,27.36,5.32,131.2
41,32508,783315392,540672,3737,1056,6437812,522303524,750134240,465000,29.33,5.29,131.1
42,24885,514246211,0,1060,0,3849372,330527442,471650231,223508,26.1,5.24,112.6
43,7584,510852495,0,369,0,3836571,324262618,470038786,255505,25.8,5.25,102.4
44,53789,705742328,0,3659,0,5311967,509346824,600487778,346307,28.59,5.48,102.1
45,12739,525871900,0,3133,0,4107294,341608949,498697907,259741,26.15,5.34,102.0
46,66844,554230418,139264,4565,272,3774088,364109975,524901977,264077,26.02,5.34,107.6
47,50112,613742664,0,2709,0,4516118,394690070,558771757,294786,26.33,5.27,107.5
48,8842,485008404,0,216,0,3661445,304386101,441787045,208957,24.77,5.1,106.9
49,34898,556410849,253952,1820,496,4209442,374110440,512330256,280675,28.61,5.37,106.3
50,18476,625057696,0,2401,0,4899221,374748358,535194407,344343,27.45,5.3,105.9
51,9151,534017248,0,453,0,4140442,352323348,527166562,270206,26.12,5.26,105.6
52,32775,583920073,0,3579,0,4257223,391594068,546764539,296675,26.63,5.35,105.2
53,31458,672117573,0,2366,0,5248994,433715370,623389660,355669,28.09,5.37,104.6
54,9222,540632853,139264,360,272,4205437,349522266,522290984,250476,25.54,5.29,104.3
55,20789,533760219,0,532,0,3887317,318887057,470821342,263350,26.33,5.31,103.9
56,6114,523186187,0,418,0,4100935,324378303,523951994,280134,25.78,5.28,104.2
57,32500,682437843,0,4278,0,5175836,465824528,629000422,292604,25.51,5.17,103.9
58,28193,412445792,0,1729,0,3151412,273777524,381108511,217725,27.68,5.25,103.7
59,17786,663629072,139264,766,272,5315956,437978550,640083112,373048,28.25,5.29,103.8
60,28813,483141012,0,1686,0,3308546,344912818,429498069,219138,25.57,5.35,103.7
61,15514,715807453,573440,433,1120,5688899,440986445,658010394,348319,25.43,5.27,103.3
62,30947,552268833,0,3934,0,3994459,354978955,534277504,239125,26.02,5.22,103.0
63,9143,460766236,0,686,0,3210084,299130974,437677532,189054,24.96,5.19,103.0
64,27372,640923420,139264,3622,272,4812532,416810648,598268406,327250,27.71,5.17,102.5
65,7617,524609613,0,379,0,4629685,332994892,483668837,289972,28.47,5.07,103.0
66,29959,591497106,23945216,1620,46768,4580755,389276282,556195024,307761,28.45,5.18,102.9
67,24005,539014000,0,501,0,4315432,338627018,489090053,276851,25.31,5.16,102.6
68,22595,599049058,0,9382,0,4505521,379247613,557763417,315709,26.64,5.09,102.5
69,25219,607038071,196608,1370,384,4700116,388279731,558740368,327873,27.83,5.15,102.2
70,9288,557463249,0,924,0,4145373,392133997,518745563,288154,26.62,5.31,101.8
71,24804,716774329,28672,3154,56,5398395,574461167,632197956,322146,27.62,5.29,102.3
72,7402,488117053,0,279,0,3740777,288186677,416857030,231482,25.47,5.06,102.7
73,31770,680033130,0,2861,0,5082752,435492177,625880033,325943,25.38,5.16,103.2
74,20898,622762278,139264,1552,272,4915573,406108078,589893805,333394,27.28,5.11,102.7
75,6701,496684710,0,103,0,4276562,318806674,464068215,284443,29.06,5.1,102.6
76,53544,577375198,0,2789,0,4191527,368566130,528073865,307071,25.51,5.25,103.0
77,6402,540739783,0,635,0,4345264,336672340,524264589,283540,26.63,5.17,103.3
78,26344,554063575,0,2859,0,4054416,364646354,517183392,260990,25.04,5.15,102.8
79,24888,559731566,139264,4096,272,4220548,367517182,527483358,283447,27.75,5.21,102.6
80,9161,612078296,0,475,0,4635668,392536033,584036518,303937,24.08,5.18,102.2
81,27701,580694017,0,1287,0,4459844,377995080,542204604,284932,26.6,5.14,102.8
82,24614,439328188,0,3319,0,3077716,288873381,415359130,191162,25.11,5.2,102.8
83,7933,674353530,0,346,0,6042687,430398400,649957224,396798,28.62,5.07,102.7
84,28607,567737813,139264,1918,272,4432543,376541428,526242543,301246,26.54,5.18,102.5
85,26616,534922157,0,744,0,4112864,337428529,511700006,287289,26.11,5.17,102.2
86,5542,427529568,0,445,0,3230933,263850584,322988745,198039,25.1,5.09,102.3
87,22998,529357416,0,1205,0,3777127,329359084,461495530,244462,24.97,5.19,101.8
88,21252,465527209,0,2066,0,3409478,305091898,428994806,218792,24.96,5.17,101.6
89,12147,634513582,139264,467,272,4871012,392260402,585234050,311296,25.3,5.13,101.5
90,25173,567156637,0,2684,0,4365339,365001754,505581234,289707,26.22,5.14,102.1
91,6263,376573022,0,255,0,2992282,244743681,359770833,201844,27.43,5.21,101.9
92,26008,642381059,0,2432,0,5239017,414667748,618631434,337763,27.27,5.08,101.9
93,24273,685685587,0,888,0,5267012,435454976,660830599,347999,24.94,5.19,101.6
94,2294,379383720,139264,293,272,3124266,229539029,344095525,218081,27.17,5.15,101.4
95,22567,536920237,0,1722,0,4060694,364494707,534746023,252000,25.74,5.06,101.1
96,37640,693045500,0,5652,0,4995655,459147508,673072266,357601,25.01,5.2,100.9
97,9093,521607182,21839872,391,42656,4333749,324295493,481943720,271315,26.58,5.23,100.8
98,22118,489017087,0,1894,0,4043136,312587338,463946717,264596,28.1,5.05,101.5
99,63568,640557862,196608,2936,384,4864038,417503230,571587739,326233,28.84,5.19,101.6
100,8883,661643680,0,503,0,5626684,416567349,611458379,369849,28.0,5.11,101.2
101,25098,484745334,0,1860,0,3321558,307636811,433812791,227091,24.95,5.08,101.5
102,22581,660301365,28672,1140,56,4942272,425234219,614015845,321806,24.83,5.16,101.2
103,3938,436627779,0,240,0,3275300,281245001,409766115,213819,24.79,5.07,101.1
104,29404,459807642,139264,1597,272,3367496,316492762,444924763,233938,24.78,5.18,101.3
105,15712,504749365,0,3390,0,3622118,336949789,489336930,240327,25.16,5.18,101.9
106,6967,632343293,0,270,0,5184574,393036709,607765128,352633,27.95,5.09,108.5
107,35295,670147825,0,2302,0,5286881,415818512,626784087,369674,28.55,5.17,101.9
108,17886,527261347,0,1157,0,3857108,346587565,483731645,207709,25.17,5.16,101.4
109,6227,489979473,139264,329,272,3588019,308561991,486500413,246479,25.92,5.11,101.1
110,18656,611818437,0,2189,0,4973033,403580608,594039516,319529,26.99,5.16,100.9
111,6612,450054707,0,664,0,3630252,289223096,418223370,210432,24.6,5.17,100.5
112,24205,542569835,0,2418,0,3943959,339819533,514740777,275865,25.45,5.09,100.9
113,19580,508557657,0,1580,0,3745100,336948733,480806186,256413,26.65,5.11,101.3
114,5395,568942753,139264,681,272,4630917,364408726,564033648,330579,27.02,5.09,101.5
115,25950,718624454,0,3067,0,5491756,464262117,671525337,357283,25.32,5.15,101.4
116,16721,547933505,0,2364,0,3897823,355993456,502815992,258076,26.41,5.12,101.4
117,4139,461128433,0,385,0,3999365,288431613,443430828,264813,27.65,5.12,101.4
118,21920,713391721,0,2038,0,5311717,444391253,676536835,376807,25.82,5.12,101.0
119,19597,409582357,139264,6462,272,2997996,259233621,373890840,182640,28.38,5.16,100.9
120,5301,581241691,0,611,0,4886899,366834569,557216322,332773,27.94,5.12,100.9
121,26621,568663771,0,2015,0,4227303,361132451,515988710,249419,25.68,5.12,101.4
122,20590,670135389,0,1580,0,4992336,448872949,637568470,308604,25.25,5.12,100.9
123,4728,423678207,0,366,0,3051672,273324708,343573627,182770,24.4,5.06,101.1
124,18904,455082551,139264,485,272,3331147,302282756,439311540,214320,24.44,5.19,101.4
125,19169,593233417,0,309,0,4592511,387470730,559845300,296164,28.47,5.1,101.4
126,6133,538611983,0,274,0,4505802,330028833,491826045,283500,25.91,5.05,109.3
127,28146,675001483,22302720,1599,43560,4849836,463626054,643214249,314407,24.8,5.24,101.8
128,28075,587141969,0,90,0,4688572,384944062,526639218,306615,27.79,5.15,101.5
129,5840,470559984,196608,181,384,3702971,287489832,445559639,233776,25.12,5.11,101.2
130,26207,548111518,0,1479,0,4395174,366863791,501298268,268894,27.83,5.15,100.8
131,17648,502645765,0,2240,0,3740578,317264663,461286680,226322,24.87,5.12,100.6
132,6357,373769067,0,273,0,2787027,246226464,345573167,164833,24.56,5.08,101.2
133,19387,588537215,114688,2344,224,4423189,382660679,551782567,305725,26.26,5.17,101.1
134,20328,560858412,196608,1820,384,3852065,380813416,530307903,225786,24.65,5.16,100.9
135,9030,514069094,0,367,0,4094484,323932369,483463201,259074,26.53,5.08,101.2
136,21826,573436174,0,1784,0,4467285,360281199,541545630,349361,26.59,5.08,101.0
137,24461,634849099,0,1542,0,4947630,412726835,589843477,342968,27.22,5.08,101.5
138,5345,489931457,0,290,0,3946746,312197085,445671155,220658,25.69,5.1,101.1
139,162851,709102051,225280,8654,440,5561029,467697174,588297082,329194,28.42,5.5,100.8
140,97671,467241756,0,657,0,4032266,354591961,455543767,249947,30.74,5.43,100.8
141,78054,742404130,0,11230,0,6184179,489810780,692525687,421977,27.3,5.19,100.6
142,29242,516176023,0,1856,0,3860631,307713987,478785021,285641,26.16,5.2,100.8
143,351111,674957056,0,17986,0,5020638,508590632,626940126,304168,28.16,5.61,100.9
144,45114,476988568,6533120,5119,12760,3173820,308896367,462292091,223066,25.17,5.36,101.2
145,65718,590261088,0,5127,0,4155094,392233416,528028332,293557,27.37,5.36,101.1
146,17149,525727097,0,135,0,4222467,342465367,492691126,265336,25.46,5.17,109.3
147,39275,544218843,0,656,0,3780161,348871913,479080070,215493,25.45,5.19,109.5
148,22345,547703990,0,5193,0,4178790,349356863,519972392,295408,25.75,5.17,101.0
149,11596,665920282,311296,181,608,5568024,417851549,638158035,359656,30.26,5.12,101.2
150,23721,701064549,0,1499,0,5880851,469110266,663984397,394457,28.37,5.15,101.5
151,18293,533797606,0,1253,0,4036635,352447085,518834285,240471,26.15,5.11,101.5
152,12146,561533527,0,119,0,4467677,343225354,517701186,303921,26.16,5.07,101.9
153,31506,642871597,0,128,0,5019969,410811687,609741298,316875,26.93,5.13,101.6
154,24017,433651890,139264,1877,272,3029116,287068525,404317073,161254,24.85,5.19,101.4
155,7180,559440545,0,155,0,4497418,346066870,522368588,291446,26.76,5.1,101.6
156,22145,648796096,0,2618,0,5213616,430428164,605828231,330619,27.2,5.17,108.7
157,22932,529677737,0,2701,0,3815884,348765890,517943546,274416,25.87,5.16,103.3
158,12919,627628261,22974464,785,44872,5160101,391620462,530512044,315495,27.79,5.18,103.1
159,22267,640557448,282624,1360,552,5156075,411606855,593471968,341093,27.21,5.16,102.9
160,32215,560319303,0,1968,0,3986197,383103288,539184846,258490,25.69,5.2,102.8
161,5590,386225504,0,423,0,3033900,236964541,364383065,211750,28.35,5.07,102.5
162,19071,589378542,0,2073,0,4504130,389716200,556435003,290530,26.74,5.18,102.5
163,7317,712788926,28672,718,56,5697475,453424955,693872980,368752,25.43,5.16,102.5
164,19981,459196363,139264,2085,272,3553384,297316195,431313684,246311,28.52,5.05,102.5
165,21692,641697309,0,1120,0,5072053,419997103,593255846,336019,26.61,5.15,102.6
166,18651,635079748,0,721,0,4836583,406674484,569177341,276881,25.7,5.1,102.8
167,24983,577760351,0,1667,0,4448883,394918493,542554731,284858,26.64,5.21,102.4
168,25301,456231686,0,3414,0,3514559,284597933,432227715,260193,28.32,5.14,102.9
169,17184,689352002,970752,328,1896,5837073,443491828,658311528,378602,27.79,5.15,102.9
170,26123,541405155,0,1526,0,3813442,347542168,485720544,263382,24.95,5.17,102.5
171,24623,595210160,0,1874,0,3993336,385525743,532700073,285617,26.18,5.16,110.2
172,3570,368179786,0,140,0,2881078,213169807,322185148,189177,27.08,5.02,99.1
173,17608,732233515,0,876,0,5643152,452487333,673962318,383407,26.36,5.14,99.3
174,22645,528582242,139264,847,272,3755187,336266925,482748692,249646,25.6,5.16,99.6
175,7329,555364851,0,331,0,4270471,348617331,485240882,282820,26.66,5.07,108.8
176,17096,623275066,0,3738,0,4746321,391805707,542190075,269774,26.72,5.14,102.5
177,5314,425269782,0,365,0,3433344,275322372,402730482,216111,24.98,5.16,97.2
178,23630,523169959,0,3604,0,3922600,349297630,488500636,250863,26.78,5.16,103.5
179,27387,674772986,139264,1669,272,5437037,444573223,660554586,367693,27.45,5.22,103.2
180,2803,430027563,0,410,0,3696901,268151879,408683033,255143,28.76,5.13,103.2
181,20561,629076261,0,1314,0,5243978,428566010,585246223,344258,26.9,5.11,102.7
182,22583,530202441,0,5522,0,4121436,357066958,520239599,278720,28.76,5.09,102.6
183,8614,653001116,0,618,0,5032391,419332223,570551720,332743,25.2,5.14,102.5
184,26618,556687323,139264,2033,272,4091904,358795779,520122471,272762,26.56,5.2,102.2
185,20292,570709849,0,740,0,4249065,353552658,528121519,300235,26.23,5.14,102.3
186,7524,451995984,0,248,0,3647888,280926293,426473102,248038,28.96,5.09,102.5
187,34007,781268472,0,2352,0,6737798,525431936,752111693,463548,31.34,5.16,110.6
188,3979,510624517,0,326,0,4559179,329910686,475530225,318262,29.66,5.11,97.8
189,25044,792047561,23314432,1609,45536,6630523,528505991,741456626,465764,29.59,5.16,107.4
190,24876,553726201,0,6234,0,3976100,360580901,514026971,284192,25.97,5.22,99.1
191,4468,540547105,0,294,0,4200240,344711925,514206453,268400,25.87,5.2,99.5
192,33337,621235250,0,2413,0,4752276,418105146,552702711,287617,28.31,5.19,99.7
193,29974,524298617,0,3172,0,3670368,333015080,529182264,250754,24.52,5.21,111.8
194,7611,497928218,167936,848,328,3923983,335320174,478186189,229478,26.94,5.21,111.3
195,28440,723396207,0,3182,0,5525024,486594526,709444898,372041,26.08,5.14,111.4
196,21944,600262558,0,2324,0,4489998,380931234,546334222,315834,26.76,5.17,104.1
197,2521,468298590,0,506,0,3468752,299829896,430775549,230486,26.1,5.11,103.7
198,17614,439687125,0,1806,0,3456998,282371316,423087524,226119,27.42,5.0,103.7
199,16596,694362059,139264,1714,272,5633963,451549654,670330101,383600,28.66,5.15,103.6
200,8436,510849216,143360,556,280,4028358,333724001,461331247,247142,27.05,5.11,103.1
201,25978,723390621,0,3384,0,5971597,468622097,693553921,428994,28.63,5.08,103.0
202,17214,510482743,0,1625,0,3863845,338155853,480751043,236297,26.52,5.15,102.5
203,5382,563095438,0,456,0,4706191,349682400,522200987,311480,25.91,5.09,102.5
204,21867,552825695,139264,1609,272,4229472,360369322,532757568,295001,28.31,5.13,102.5
205,19370,628878799,0,1618,0,4957403,413114902,592004204,328538,26.22,5.15,102.5
206,6550,522131610,0,587,0,4091042,333577958,489300860,270973,25.48,5.1,103.0
207,30643,450977166,0,1921,0,2901799,307943733,396694336,183020,25.71,5.16,103.5
208,5406,536233835,0,182,0,4309977,332599186,487374469,271648,25.81,5.15,103.5
209,29007,720039821,139264,2138,272,5807331,445349019,668977531,383152,26.27,5.1,103.4
210,18682,446644779,0,1411,0,3446129,294845903,429677030,243291,27.91,5.16,103.2
211,5521,504546977,0,107,0,4001146,305521024,432031744,278311,25.66,5.12,103.2
212,24199,603374860,0,1341,0,4466122,393374429,565377685,309782,26.07,5.05,103.1
213,22041,580883624,0,1658,0,4575128,368633453,529598057,287896,27.46,5.12,102.6
214,5426,562501342,139264,808,272,4825665,350329537,502947462,310945,27.11,5.14,102.2
215,24370,755337647,0,2711,0,6376027,481705004,711604466,423323,29.15,5.13,102.1
216,23663,480515746,0,2587,0,3297304,311515315,454561935,223714,24.95,5.13,101.8
217,5169,615925023,0,925,0,5213438,371101834,560977059,342798,28.49,5.16,102.2
218,23950,551580803,0,1457,0,4196964,350657607,526481483,291685,25.94,5.12,102.1
219,76789,653369611,139264,3839,272,5111769,433332459,586993280,338585,27.45,5.27,101.9
220,14445,503264288,22540288,341,44024,4066769,310570889,457539498,274001,26.59,5.21,102.3
221,36197,456343772,0,2386,0,3011738,298831429,430956752,206903,24.41,5.12,102.6
222,20764,495703116,0,2051,0,3866999,328498802,447592288,232489,28.31,5.17,102.8
223,10325,665116774,0,532,0,5121112,430023447,620366400,357971,25.4,5.1,102.5
224,22509,631650897,425984,1925,832,4921478,408461635,594627895,323570,27.29,5.13,102.7
225,23030,551337975,57344,929,112,4092047,344001127,511333897,218392,25.89,5.21,102.5
226,43183,512481828,0,697,0,4086755,328084053,444793824,237796,25.55,5.12,102.9
227,33490,512280024,0,10040,0,3773231,317721753,471552015,235336,24.8,5.22,102.6
228,23242,441789921,0,1814,0,3397477,283424847,409401782,211045,25.52,5.17,96.7
229,7106,555789516,196608,627,384,4447807,338887051,507808873,284726,26.13,5.09,107.1
230,21576,613609443,0,2639,0,4644424,396792851,540253915,297200,25.05,5.13,98.8
231,19534,528272709,0,1549,0,3917974,347519298,497891900,256094,26.38,5.15,99.3
232,10404,536737642,0,480,0,4373195,345546969,512526781,279597,26.55,5.06,99.5
233,24403,522154422,0,583,0,3980964,335962843,477667488,248162,25.19,5.2,99.7
234,13224,515066241,139264,891,272,3942486,318660867,486617159,242927,26.87,5.18,99.6
235,24648,510449640,0,1242,0,3749479,352331138,445420774,220608,24.76,5.21,100.0
236,28946,508969183,200704,3986,392,3844305,331695095,458449529,238821,26.52,5.18,100.0
237,6090,523017803,0,1534,0,4268597,322539184,474697599,276093,26.68,5.21,99.6
238,29448,596913813,0,5355,0,4485438,380387896,577133995,298534,25.66,5.2,100.0
239,35798,604642631,139264,3093,272,4020783,396207178,560780319,274592,25.93,5.22,100.2
240,10740,575010578,0,373,0,4523707,369306241,521564959,306301,27.6,5.19,100.3
241,29177,619413460,0,3625,0,4699302,412143592,576537296,323024,26.2,5.18,100.6
242,33022,524615009,0,2236,0,3879968,337001779,471736756,229948,26.15,5.17,100.1
243,15177,597910348,0,444,0,4965771,380103438,576028291,308151,26.67,5.13,100.6
244,22246,535476352,167936,6866,328,4085455,347466038,497321481,287116,26.61,5.23,100.8
245,27647,537553468,0,2331,0,4088915,350063593,495848079,272616,27.58,5.24,100.6
246,11043,658003323,0,728,0,5712500,420559081,635520857,367547,28.22,5.09,100.8
247,39707,559023537,0,2177,0,4312762,379371117,514537984,260635,26.01,5.23,101.2
248,29823,502077295,0,2615,0,3755287,321830970,471756674,257176,24.83,5.21,101.1
249,9743,384948205,139264,455,272,2867740,254068914,364391275,180959,24.48,5.16,101.2
250,21863,619941581,22605824,2885,44152,5060744,396530451,594551801,309132,27.07,5.2,101.3
251,19526,578310434,0,3867,0,4555637,364374805,561905817,295169,27.8,5.12,101.5
252,5336,557438205,0,431,0,4689290,357923499,543608760,319343,25.92,5.09,101.8
253,19927,628732900,0,1337,0,4546433,396222961,610070417,295466,25.43,5.15,102.2
254,17536,393711652,483328,3001,944,3104908,255349749,348866948,206238,26.89,5.28,102.1
255,35786,623728999,0,3666,0,4757155,409265470,567177163,324064,26.76,5.13,101.7
256,44038,580799007,0,3231,0,4197723,364397475,550950832,308023,26.12,5.21,101.5
257,19995,687986720,0,3867,0,5126118,431724460,603435304,332690,25.14,5.12,101.6
258,4734,458217322,0,661,0,3484138,284747285,430141295,236919,24.68,5.15,102.1
259,20784,560859494,139264,2377,272,4434364,383898745,550418140,258573,28.9,5.2,101.8
260,8513,574975576,0,894,0,4525996,368553715,536686870,299618,25.92,5.24,101.4
261,19148,587142996,28672,1614,56,4338712,380971819,543343019,294692,27.05,5.15,101.6
262,21023,610602148,0,2123,0,4617573,397469774,564279740,316191,26.42,5.15,101.7
263,5302,435244937,0,451,0,3327156,282526791,413497742,184630,25.15,5.16,101.7
264,20786,511817871,167936,752,328,3645057,329561484,495225542,292868,25.5,5.12,101.3
265,17292,534751411,0,1677,0,4179581,355197200,509366556,277289,25.75,5.16,101.1
266,3634,506501294,0,773,0,3757285,319633154,479394558,271311,26.4,5.08,106.3
267,26318,635755167,0,2251,0,4852893,416228557,592336332,317089,27.35,5.12,101.1
268,76785,674735146,0,5624,0,5106337,456713020,638621062,364958,29.4,5.31,101.3
269,26272,660352128,139264,2093,272,5277673,420768369,619338142,350827,25.87,5.25,101.3
270,43885,476117370,0,4866,0,3286784,283438474,416594991,245385,25.21,5.2,101.3
271,20231,521561553,0,1983,0,3936091,347341580,487040217,246827,26.61,5.15,101.0
272,13881,492750335,0,1465,0,3761821,312157158,468033918,257414,27.07,5.09,101.2
273,26382,558986926,0,2173,0,4123781,362047304,530635215,287139,25.6,5.09,101.2
274,24925,650572979,167936,2393,328,4896339,425188093,607090908,318698,25.49,5.19,101.4
275,8108,584990584,0,553,0,4754883,373720062,552965617,305551,26.38,5.12,107.7
276,20750,551945525,0,5663,0,3757638,364404320,523119611,274315,25.0,5.18,101.8
277,16311,417356169,0,1385,0,2408791,255533454,358947352,161362,24.72,5.18,101.3
278,7747,506312305,0,409,0,3736221,317316435,466959873,269463,25.11,5.07,101.4
279,22863,608743953,139264,2341,272,4336464,393983333,539459552,268014,26.16,5.17,101.6
280,3093,430703507,0,166,0,3408356,267036032,409568115,253564,26.85,5.1,101.5
281,27053,691946268,23007232,1791,44936,5131284,451981511,651445189,330135,24.48,5.16,101.2
282,18871,561240087,0,2108,0,4192717,367362438,517381213,296727,26.68,5.14,101.3
283,23171,613982706,0,1892,0,4521116,397894871,563308325,292133,27.39,5.13,101.1
284,7837,519522146,483328,426,944,4079534,331438409,484708856,267459,25.68,5.06,100.9
285,17880,520366590,0,3396,0,3767466,325386256,476129619,247134,26.56,5.14,100.5
286,4361,586307142,0,400,0,4839910,371106090,559237853,333013,26.09,5.14,100.7
287,19480,498467742,0,2089,0,3720462,338582469,499108962,259326,25.09,5.09,100.8
288,19074,608561200,0,2088,0,4744968,384892855,593435119,298870,27.29,5.16,100.6
289,7469,612362870,139264,660,272,4889950,381050825,600169937,338522,27.9,5.09,100.8
290,23288,656125115,0,2197,0,5192677,425046093,630814361,381108,27.77,5.07,101.2
291,19851,561062096,28672,1378,56,4126604,375423239,510629928,272143,26.58,5.15,101.1
292,5508,461777809,0,457,0,3570378,293915194,440515340,229098,25.54,5.16,101.3
293,21603,598924032,0,2409,0,4762496,383090065,546684436,343478,27.24,5.07,101.2
294,39052,570676869,167936,3406,328,4400839,382575834,506816561,267494,26.62,5.26,101.1
295,9510,537944725,0,1329,0,4177703,336514181,510157559,269714,25.74,5.17,101.4
296,29503,527024745,0,3092,0,3975184,344819960,488001527,257064,27.28,5.14,101.7
297,33789,646525741,0,2216,0,4905104,428264459,607487947,336252,26.89,5.16,101.9
298,8327,531128020,0,758,0,4141207,320497204,491295742,274895,25.36,5.12,102.1
299,23086,604892742,139264,2438,272,4451486,358862472,535334619,287513,26.09,5.15,101.9
300,12053,443046471,0,1024,0,3407678,278107573,423710522,226675,26.31,5.23,102.1
301,106406,641305521,368640,18423,720,5346274,418600980,602446039,342616,34.24,6.05,102.1
302,217728,742434891,0,16197,0,6006009,547898044,703573877,389621,30.59,5.57,102.0
303,19372,573580020,0,1012,0,4553943,340996331,515318976,302719,27.1,5.27,102.1
304,47199,523570037,0,3500,0,3711474,357274282,488015824,262284,25.65,5.15,102.2
305,39896,572344929,0,3152,0,4247009,377524233,550184979,290307,25.85,5.21,102.0
306,11308,556382245,1724416,855,3368,4394703,328362787,494000097,262049,25.88,5.33,101.9
307,133665,659748175,0,17063,0,4675046,466288840,588871507,320871,29.35,5.49,101.9
308,75664,755130184,0,6422,0,5952946,489509054,669831190,393266,29.95,5.31,118.7
309,12270,575202904,0,162,0,4451353,356981626,519856378,254626,26.18,5.14,110.6
310,26943,470577504,0,1770,0,3166972,294924779,421032969,219014,25.11,5.18,103.5
311,25714,618760028,856064,2372,1672,4911454,389114146,577644986,337121,28.34,5.19,103.0
312,29519,487742104,22138880,2456,43240,3711799,334820925,448212922,195346,29.21,5.87,102.8
313,309740,657503572,0,9467,0,5213102,515558865,574864901,297359,36.91,6.23,102.7
314,112384,562451574,0,7294,0,4148690,360164219,523561647,291111,27.47,5.45,108.5
315,28445,654563424,0,1290,0,5342626,390615434,555952659,326981,27.17,5.24,108.4
316,53804,625927139,655360,5153,1280,4668550,406948555,601698164,317369,28.99,5.38,101.4
317,173470,711068036,0,13244,0,4959158,515032421,684905829,345182,26.82,5.44,101.2
318,104511,688284792,0,7085,0,5007934,476829197,596355134,323305,30.17,5.43,101.8
319,72117,637091450,0,7223,0,5233885,421572151,606114315,365100,29.71,5.43,111.5
320,15028,387976154,0,285,0,3050652,249291734,389335111,213031,29.73,5.49,122.4
